id,sira,ders,sinif,unite,konu,baslik,kazanim_kodu,kazanim,aciklama,yorum,etiketler
turk_dili_ve_edebiyati-ort-A_1_1,1,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.1.1,Metinde geçen kelime ve kelime gruplarının anlamlarını tespit eder.,Öğrencilerin bilmediği kelime ve kelime gruplarının anlamını metindeki bağlamından hareketle tahmin etmesi ve tahminini kaynaklardan yararlanarak kontrol etmesi sağlanır.,"Kazanımın odağı, öğrencinin metinde geçen kelime ve kelime gruplarının anlamlarını tespit eder. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metinde; geçen; kelime; gruplarının; anlamlarını; tespit
turk_dili_ve_edebiyati-ort-A_1_2,2,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.1.2,Şiirin temasını belirler.,"Tematik bütünlüğü olmayan şiirlerde (genellikle gazel, koşma vb.) birden çok temanın bir arada bulunabileceği göz önünde tutulmalıdır. Bu durum aynı zamanda türün/dönemin/anlayışın bir özelliğini gösterebilir.","Kazanımın odağı, öğrencinin şiirin temasını belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",şiirin; temasını
turk_dili_ve_edebiyati-ort-A_1_3,3,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.1.3,Şiirde ahengi sağlayan özellikleri/unsurları belirler.,"a. Şiirde ahenk unsurları (ölçü, kafiye, redif, nakarat; ses, kelime ve kelime grubu tekrarı, ses akışı vb.) üzerinde durulur. b. Hece ölçüsünde hece sayısı eşitliğinin, aruz ölçüsünde hecelerin açık-kapalı (uzun-kısa) oluşunun esas alındığı üzerinde durulur. Ancak aruz kalıplarına ve şiirde aruz ölçüsünü buldurmaya yönelik çalışmalara yer verilmez. c. Şiirin ahenk ve şekil özelliklerinin -varsa- içerikle ilişkisi üzerinde durulur. Bazı şiirlerde ölçü ve kafiye seçimi, kelimelerin düzenlenişi, dizelerin uzunluğu-kısalığı vb. aracılığıyla içeriğin görsel olarak şiirin şekline yansıtıldığı ve/veya ahenk özelliklerinin içerikle bağlantılı olduğu belirtilir.","Kazanımın odağı, öğrencinin şiirde ahengi sağlayan özellikleri/unsurları belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",şiirde; ahengi; sağlayan; özellikleri; unsurları
turk_dili_ve_edebiyati-ort-A_1_4,4,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.1.4,Şiirin nazım biçimini ve nazım türünü tespit eder.,"a. Şiirin nazım biçimi belirlenirken nazım birimi, kafiye düzeni, ölçü gibi şekil özelliklerinin; nazım türü belirlenirken içeriğin (konu, tema vb.) esas alındığı vurgulanır. b. Divan, halk ve dünya şiirinden gelen biçim ve türler ile şaire özgü yenilikler, buluşlar ve - varsa- bunların geleneksel biçim ve türlerle ilişkisi ele alınır. c. Metne/döneme göre konu bakımından lirik, epik, pastoral, satirik, didaktik şiir türlerine değinilir.","Kazanımın odağı, öğrencinin şiirin nazım biçimini ve nazım türünü tespit eder. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",şiirin; nazım; biçimini; türünü; tespit
turk_dili_ve_edebiyati-ort-A_1_5,5,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.1.5,"Şiirdeki mazmun, imge ve edebî sanatları belirleyerek bunların anlama katkısını değerlendirir.","a. 9. sınıfta şiirde öne çıkan, dikkat çeken ve/veya yaygın olarak bilinen edebî sanatlar (teşbih, istiare, mecazımürsel, teşhis ve intak, tenasüp, tezat, telmih, hüsnütalil, tecahüliarif, kinaye, tevriye, tariz, irsalimesel, mübalağa) ele alınır. b. Şiirdeki bütün edebî sanatların tespiti yoluna gidilmez. c. 10, 11 ve 12. sınıflarda şiirde öne çıkan edebî sanatları buldurmaya yönelik çalışma yapılması sağlanır.","Kazanımın odağı, öğrencinin şiirdeki mazmun, imge ve edebî sanatları belirleyerek bunların anlama katkısını değerlendirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",şiirdeki; mazmun; imge; edeb; sanatları; belirleyerek; bunların; anlama
turk_dili_ve_edebiyati-ort-A_1_6,6,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.1.6,Şiirde söyleyici ile hitap edilen kişi/varlık arasındaki ilişkiyi belirler.,"a. Şiirde konuşanın şair değil şiirde konuşan kurgusal kişilik/varlık olduğu, söyleyicinin şiirin içeriğine ve aksettirdiği ruh durumuna göre karakter ve ""ses"" kazandığı, bu durumun şiiri okuma tonuna/tarzına, şiirin anlamına etkide bulunduğu ve okuma faaliyetinde okuyucunun bu söyleyiciyle özdeşleştiği vurgulanır. b. Söyleyicinin genel okuyucuya, bir kişi, grup veya varlığa seslenme durumuna göre muhatabı belirlenir.","Kazanımın odağı, öğrencinin şiirde söyleyici ile hitap edilen kişi/varlık arasındaki ilişkiyi belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",şiirde; söyleyici; hitap; edilen; kişi; varlık; arasındaki; ilişkiyi
turk_dili_ve_edebiyati-ort-A_1_7,7,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.1.7,"Şiirde millî, manevi ve evrensel değerler ile sosyal, siyasi, tarihî ve mitolojik ögeleri belirler.","a. Şiirde şiirin yazıldığı dönemin gerçekliğini yansıtan unsurlara ve/veya şiirin dönemin gerçekliğiyle ilişkisine değinilir. b. Bazı metinlerde ise içeriğin/göstergelerin genel anlamda doğal, toplumsal veya bireysel gerçeklikle ilişkisi üzerinde durulur. c. Bu hususlar değerler eğitimi çerçevesinde ele alınır.","Kazanımın odağı, öğrencinin şiirde millî, manevi ve evrensel değerler ile sosyal, siyasi, tarihî ve mitolojik ögeleri belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",şiirde; mill; manevi; evrensel; değerler; sosyal; siyasi; tarih
turk_dili_ve_edebiyati-ort-A_1_8,8,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.1.8,"Şiirde edebiyat, sanat ve fikir akımlarının/anlayışlarının yansımalarını değerlendirir.","a. Bu kazanım 10, 11 ve 12. sınıf düzeylerinde ele alınacaktır. b. Şiirin, bağlı olduğu edebî dönem, akım, gelenek, topluluk vb. açısından değerlendirilmesi ve/veya şiirde görülen edebî, felsefi, estetik anlayışı; diğer metinler veya yazarlarla bağlantılarının/etkileşimlerinin belirlenmesi sağlanır. c. Şiirin aynı, benzer veya farklı anlayıştaki şiirlerle karşılaştırılması sağlanır.","Kazanımın odağı, öğrencinin şiirde edebiyat, sanat ve fikir akımlarının/anlayışlarının yansımalarını değerlendirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",şiirde; edebiyat; sanat; fikir; akımlarının; anlayışlarının; yansımalarını
turk_dili_ve_edebiyati-ort-A_1_9,9,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.1.9,Şiiri yorumlar.,"a. Şiirdeki açık ve örtük iletileri; şiirle ilgili tespitlerini, eleştirilerini, güncellemelerini ve beğenisini metne dayanarak/gerekçelendirerek kazanımlar çerçevesinde ifade etmesi sağlanır.","Kazanımın odağı, öğrencinin şiiri yorumlar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",şiiri
turk_dili_ve_edebiyati-ort-A_1_10,10,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.1.10,Şair ile şiir arasındaki ilişkiyi değerlendirir.,"a. Bu kazanım ele alınırken şiirin, şairin hayatı ve görüşleriyle ilişkisi üzerinde durulur. b. Şiirin şairin ünlü eserlerinden biri olması, şairin tanınmasına katkısı, şiirin edebiyat ve/veya toplum hayatındaki akisleri vb. hususlar üzerinde durulur (Örnekler: Necip Fazıl'ın ""Kaldırımlar Şairi"", ""İstiklâl Marşı""nın millî marş, Mehmet Âkif'in ise bu vesileyle ""millî şair"" olarak anılması; Vesilet'ün Necat'ın mevlit türünün sembol eseri olup halk arasında bir geleneğe vesile olması). Bu hususların metne ve şaire göre farklılık göstereceği belirtilir.","Kazanımın odağı, öğrencinin şair ile şiir arasındaki ilişkiyi değerlendirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",şair; şiir; arasındaki; ilişkiyi
turk_dili_ve_edebiyati-ort-A_1_11,11,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.1.11,Türün/biçimin ve dönemin/akımın diğer önemli yazarlarını ve eserlerini sıralar.,"Türün/biçimin ve dönemin/akımın diğer önemli yazar ve eserleri 10, 11 ve 12. sınıf düzeylerinde ele alınacaktır.","Kazanımın odağı, öğrencinin türün/biçimin ve dönemin/akımın diğer önemli yazarlarını ve eserlerini sıralar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",türün; biçimin; dönemin; akımın; diğer; önemli; yazarlarını; eserlerini
turk_dili_ve_edebiyati-ort-A_1_12,12,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.1.12,Metinden hareketle dil bilgisi çalışmaları yapar.,,"Kazanımın odağı, öğrencinin metinden hareketle dil bilgisi çalışmaları yapar. hedefidir.",metinden; hareketle; bilgisi; çalışmaları
turk_dili_ve_edebiyati-ort-A_1_13,13,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.1.13,Metinler arası karşılaştırmalar yapar.,"2. ÖYKÜLEYİCİ (ANLATMAYA BAĞLI) EDEBÎ METİNLER (Masal/Fabl, Destan, Mesnevi, Hikâye, Roman vb.)","Kazanımın odağı, öğrencinin metinler arası karşılaştırmalar yapar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metinler; arası; karşılaştırmalar
turk_dili_ve_edebiyati-ort-A_2_1,14,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.1,Metinde geçen kelime ve kelime gruplarının anlamlarını tespit eder.,Öğrencilerin bilmediği kelime ve kelime gruplarının anlamını metindeki bağlamından hareketle tahmin etmesi ve tahminini kaynaklardan yararlanarak kontrol etmesi sağlanır.,"Kazanımın odağı, öğrencinin metinde geçen kelime ve kelime gruplarının anlamlarını tespit eder. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metinde; geçen; kelime; gruplarının; anlamlarını; tespit
turk_dili_ve_edebiyati-ort-A_2_2,15,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.2,Metnin türünün ortaya çıkışı ve tarihsel dönem ile ilişkisini belirler.,"Metin türlerinin ortaya çıkmasında sözlü ve yazılı kültürün, toplumsal değişimlerin ve etkileşimlerin, basın yayın organlarının etkisi üzerinde durulur.","Kazanımın odağı, öğrencinin metnin türünün ortaya çıkışı ve tarihsel dönem ile ilişkisini belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metnin; türünün; ortaya; çıkışı; tarihsel; dönem; ilişkisini
turk_dili_ve_edebiyati-ort-A_2_3,16,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.3,Metnin tema ve konusunu belirler.,,"Kazanımın odağı, öğrencinin metnin tema ve konusunu belirler. hedefidir.",metnin; tema; konusunu
turk_dili_ve_edebiyati-ort-A_2_4,17,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.4,Metindeki çatışmaları belirler.,Metindeki temel çatışmayı/karşılaşmayı ve bu çatışma etrafında metinde yer alan veya metnin ima ettiği diğer çatışmaları/karşılaşmaları/karşıtlıkları belirlenmesi sağlanır.,"Kazanımın odağı, öğrencinin metindeki çatışmaları belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metindeki; çatışmaları
turk_dili_ve_edebiyati-ort-A_2_5,18,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.5,Metnin olay örgüsünü belirler.,Öyküleyici metinlerde olayların birbirleriyle ilişkisi ve sıralanışı (kurgulanması) üzerinde durulur.,"Kazanımın odağı, öğrencinin metnin olay örgüsünü belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metnin; olay; örgüsünü
turk_dili_ve_edebiyati-ort-A_2_6,19,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.6,Metindeki şahıs kadrosunun özelliklerini belirler.,"Öyküleyici metinlerde şahısların rol dağılımları, olay akışını etkileyen fiziksel, psikolojik ve ahlaki özellikleri, toplumsal statüleri, -varsa- tarihsel/gerçek kişilikleri veya bu kişiliklerle ilişkileri; tip veya karakter özelliği gösterip göstermedikleri vb. belirlenir.","Kazanımın odağı, öğrencinin metindeki şahıs kadrosunun özelliklerini belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metindeki; şahıs; kadrosunun; özelliklerini
turk_dili_ve_edebiyati-ort-A_2_7,20,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.7,Metindeki zaman ve mekânın özelliklerini belirler.,"a. Öyküleyici metinlerde kahramanların ruh hâli ile zaman ve mekân arasındaki ilişki, olayların gelişiminde zaman ve mekânın işlevi vb. belirlenir. b. Metnin kurgu zamanı ile -varsa- içeriğin bir tarihsel zamanla/dönemle ilişkisine değinilir. Örneğin romancı veya hikâyecinin olayları hangi zaman dilimleri içinde kurguladığı (günün bir saati, aylar, yıllar, geri dönüş ve ileri gidişler vb.) kurgu zamanını, olayların/konunun Sultan II. Abdülhamit döneminde geçmesi ise tarihsel zaman/dönem ilişkisini ortaya koyar.","Kazanımın odağı, öğrencinin metindeki zaman ve mekânın özelliklerini belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metindeki; zaman; özelliklerini
turk_dili_ve_edebiyati-ort-A_2_8,21,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.8,Metinde anlatıcı ve bakış açısının işlevini belirler.,"a. Öyküleyici metinlerde anlatıcının özellikleri ile hâkim, kahraman ve gözlemci bakış açılarından hangisinin kullanıldığı belirlenir. b. Seçilen bakış açısının anlatımı nasıl etkilediğine dikkat çekilir. Anlatıcının yönlendirme yapıp yapmadığı, olayları yorumlayıp yorumlamadığı, yazarın düşünce veya kişiliğiyle örtüşen bir yansıtıcı olup olmadığı, taraflı davranıp davranmadığı gibi hususlar değerlendirilir. c. Bir metinde birden fazla anlatıcı ve bakış açısı bulunabileceği, anlatıcının değişmesine göre bakış açısının da değişebileceği vurgulanır.","Kazanımın odağı, öğrencinin metinde anlatıcı ve bakış açısının işlevini belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metinde; anlatıcı; bakış; açısının; işlevini
turk_dili_ve_edebiyati-ort-A_2_9,22,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.9,Metindeki anlatım biçimleri ve tekniklerinin işlevlerini belirler.,"Öyküleyici metinlerde yararlanılan anlatım biçimleri (öyküleme, betimleme vb.) tespit edilir. Anlatım teknikleri ise (gösterme, tahkiye etme, özetleme, geriye dönüş, diyalog, iç konuşma, iç çözümleme, bilinç akışı, pastiş, parodi, ironi vb.) 9. sınıfta verilir. Anlatım tekniklerinin tespiti ilgili metinler üzerinde yapılır.","Kazanımın odağı, öğrencinin metindeki anlatım biçimleri ve tekniklerinin işlevlerini belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metindeki; anlatım; biçimleri; tekniklerinin; işlevlerini
turk_dili_ve_edebiyati-ort-A_2_10,23,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.10,Metnin üslup özelliklerini belirler.,"Metinde yazara özgü dil ve anlatım özellikleri belirlenir (Cümle yapıları, deyimler, kelime kadrosu, anlatım teknikleri, söz sanatları, akıcılık, nesnellik, öznellik, duygusallık, coşkunluk gibi hususlar dikkate alınır.).","Kazanımın odağı, öğrencinin metnin üslup özelliklerini belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metnin; üslup; özelliklerini
turk_dili_ve_edebiyati-ort-A_2_11,24,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.11,"Metinde millî, manevi ve evrensel değerler ile sosyal, siyasi, tarihî ve mitolojik ögeleri belirler.","a. Metinde, metnin yazıldığı dönemin gerçekliğini yansıtan unsurlara ve/veya metnin dönemin gerçekliğiyle ilişkisine değinilir. b. Bazı metinlerde ise içeriğin/göstergelerin genel anlamda doğal, toplumsal veya bireysel gerçeklikle ilişkisi incelenir. c. Bu hususlar değerler eğitimi çerçevesinde ele alınır.","Kazanımın odağı, öğrencinin metinde millî, manevi ve evrensel değerler ile sosyal, siyasi, tarihî ve mitolojik ögeleri belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metinde; mill; manevi; evrensel; değerler; sosyal; siyasi; tarih
turk_dili_ve_edebiyati-ort-A_2_12,25,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.12,"Metinde edebiyat, sanat ve fikir akımlarının/anlayışlarının yansımalarını değerlendirir.","a. Bu kazanım 10, 11 ve 12. sınıf düzeylerinde ele alınacaktır. b. Metnin; bağlı olduğu edebî dönem, akım, gelenek, topluluk açısından değerlendirilmesi ve/veya metinde görülen edebî, felsefi, estetik anlayışın; diğer metinler veya yazarlarla bağlantılarının/etkileşimlerinin belirlenmesi sağlanır. c. Metnin aynı, benzer, farklı veya karşıt anlayıştaki metinlerle karşılaştırılması sağlanır.","Kazanımın odağı, öğrencinin metinde edebiyat, sanat ve fikir akımlarının/anlayışlarının yansımalarını değerlendirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metinde; edebiyat; sanat; fikir; akımlarının; anlayışlarının; yansımalarını
turk_dili_ve_edebiyati-ort-A_2_13,26,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.13,Metni yorumlar.,"Metindeki açık ve örtük iletileri; metinle ilgili tespitlerini, eleştirilerini, güncellemelerini ve beğenisini metne dayanarak/gerekçelendirerek ilgili kazanımlar çerçevesinde ifade etmesi sağlanır.","Kazanımın odağı, öğrencinin metni yorumlar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metni
turk_dili_ve_edebiyati-ort-A_2_14,27,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.14,Yazar ile metin arasındaki ilişkiyi değerlendirir.,"a. Metnin yazarın ünlü eserlerinden biri olması, yazarın tanınmasına katkısı, metnin edebiyat ve/veya toplum hayatındaki akisleri vb. hususlar üzerinde durulur. Bu hususların metne ve yazara göre farklılık göstereceği vurgulanır. b. Yazarın diğer önemli eserlerinden bahsedilir. Metnin ve/veya yazarın aynı türdeki diğer metinlerinin -varsa- sinema ve tiyatroya yapılan uyarlamalarından ve bunun yankılarından/etkilerinden bahsedilebilir.","Kazanımın odağı, öğrencinin yazar ile metin arasındaki ilişkiyi değerlendirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",yazar; metin; arasındaki; ilişkiyi
turk_dili_ve_edebiyati-ort-A_2_15,28,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.15,Türün ve dönemin/akımın diğer önemli yazarlarını ve eserlerini sıralar.,"Masal/fabl hariç türün ve dönemin/akımın diğer önemli yazar ve eserleri 10,11 ve 12. sınıf düzeylerinde ele alınacaktır.","Kazanımın odağı, öğrencinin türün ve dönemin/akımın diğer önemli yazarlarını ve eserlerini sıralar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",türün; dönemin; akımın; diğer; önemli; yazarlarını; eserlerini; sıralar
turk_dili_ve_edebiyati-ort-A_2_16,29,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.2.16,Metinlerden hareketle dil bilgisi çalışmaları yapar.,3. TİYATRO,"Kazanımın odağı, öğrencinin metinlerden hareketle dil bilgisi çalışmaları yapar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metinlerden; hareketle; bilgisi; çalışmaları
turk_dili_ve_edebiyati-ort-A_3_1,30,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.3.1,Metinde geçen kelime ve kelime gruplarının anlamlarını tespit eder.,Öğrencilerin bilmediği kelime ve kelime gruplarının anlamını metindeki bağlamından hareketle tahmin etmesi ve tahminini kaynaklardan yararlanarak kontrol etmesi sağlanır.,"Kazanımın odağı, öğrencinin metinde geçen kelime ve kelime gruplarının anlamlarını tespit eder. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metinde; geçen; kelime; gruplarının; anlamlarını; tespit
turk_dili_ve_edebiyati-ort-A_3_2,31,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.3.2,Metnin türünün ortaya çıkışı ve tarihsel dönemle ilişkisini belirler.,"a. Metin türlerinin ortaya çıkmasında sözlü ve yazılı kültürün, toplumsal değişimlerin ve etkileşimlerin, teknolojinin etkisi üzerinde durulur. b. Geleneksel tiyatro (Karagöz, orta oyunu, meddah, köy seyirlik oyunları) ve tiyatro türleri (trajedi, komedi, dram) ile senaryodan bahsedilir.","Kazanımın odağı, öğrencinin metnin türünün ortaya çıkışı ve tarihsel dönemle ilişkisini belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metnin; türünün; ortaya; çıkışı; tarihsel; dönemle; ilişkisini
turk_dili_ve_edebiyati-ort-A_3_3,32,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.3.3,Metnin tema ve konusunu belirler.,,"Kazanımın odağı, öğrencinin metnin tema ve konusunu belirler. hedefidir.",metnin; tema; konusunu
turk_dili_ve_edebiyati-ort-A_3_4,33,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.3.4,Metindeki çatışmaları belirler.,Metindeki temel çatışmayı/karşılaşmayı ve bu çatışma etrafında metinde yer alan veya metnin ima ettiği diğer çatışmaları/karşılaşmaları/karşıtlıkları belirler.,"Kazanımın odağı, öğrencinin metindeki çatışmaları belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metindeki; çatışmaları
turk_dili_ve_edebiyati-ort-A_3_5,34,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.3.5,Metindeki olay örgüsünü belirler.,"a. Tiyatroda olay örgüsünün perde, sahne vb. bölümlemeler etrafında düzenlendiği ifade edilir (Bazı metinlerde bu bölümlemelere karşılık gelen meclis, fasıl gibi terimler bulunur.). b. Geleneksel tiyatronun yapı özellikleri de bu çerçevede belirlenir.","Kazanımın odağı, öğrencinin metindeki olay örgüsünü belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metindeki; olay; örgüsünü
turk_dili_ve_edebiyati-ort-A_3_6,35,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.3.6,Metindeki şahıs kadrosunun özelliklerini belirler.,Oyuncuların/icracıların metni kendi tarzlarına ve kabiliyetlerine göre canlandırdıkları/yorumladıkları hatırlatılır.,"Kazanımın odağı, öğrencinin metindeki şahıs kadrosunun özelliklerini belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metindeki; şahıs; kadrosunun; özelliklerini
turk_dili_ve_edebiyati-ort-A_3_7,36,TÜRK DİLİ VE EDEBİYATI,,,,1. ŞİİR,A.3.7,Metindeki zaman ve mekânın özelliklerini belirler.,"a. Mekân özellikleriyle bağlantılı olarak dekor/sahne düzenlemesi teriminden bahsedilir. Mekân ve dekorun geleneksel tiyatroda standart bir özellik göstermesine karşılık modern tiyatroda aynı eserin farklı temsillerinde, metinle ilişkili veya metinden bağımsız olarak farklı mekân ve dekor uygulamaları olabileceği belirtilir. b. Modern tiyatroda efekt, ışık vb. uygulamalardan bahsedilir. Bu uygulamaların metin çerçevesinde yazar, yönetmen, yapımcı, oyuncu, tasarımcı ve teknik ekip iş birliğiyle gerçekleştirildiği /yorumlandığı ifade edilir.","Kazanımın odağı, öğrencinin metindeki zaman ve mekânın özelliklerini belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",metindeki; zaman; özelliklerini
